report_id,family_id,prior_reports_12mo,prior_substantiated_flag,days_since_last_report,n_children_in_household,child_age_under_5,dv_history_flag,substance_use_flag,shelter_involvement_flag,days_to_first_contact,reporter_accuracy_score,caseworker_caseload,needs_investigative_consultation
SCR000666,FAM00095,1,0,37.0,2,0,0,0.0,0,,0.057,79,0
SCR000667,FAM00072,2,0,142.0,2,0,0,0.0,0,3.0,0.218,35,1
SCR000668,FAM00551,0,0,,2,0,0,,1,1.0,0.224,35,0
SCR000669,FAM00154,0,1,,2,0,0,1.0,0,2.0,0.358,58,1
SCR000670,FAM00250,1,1,231.0,2,0,0,0.0,0,1.0,0.418,66,0
SCR000671,FAM00438,0,0,,2,0,0,0.0,1,2.0,0.248,41,0
SCR000672,FAM00118,2,0,296.0,3,1,0,1.0,1,3.0,0.223,38,0
SCR000673,FAM00306,0,0,,2,0,0,1.0,0,3.0,0.327,70,0
SCR000674,FAM00268,0,0,,1,1,0,1.0,0,2.0,0.2,78,0
SCR000675,FAM00054,0,0,,1,1,1,1.0,1,2.0,0.375,48,0
SCR000676,FAM00236,0,0,,1,1,0,1.0,0,2.0,0.461,46,1
SCR000677,FAM00389,0,0,,2,0,0,0.0,0,4.0,0.385,77,0
SCR000678,FAM00401,3,0,288.0,3,0,0,,0,1.0,0.313,73,0
SCR000679,FAM00624,0,1,,3,0,1,1.0,0,1.0,0.381,61,1
SCR000680,FAM00303,1,0,215.0,1,0,0,1.0,1,3.0,0.434,64,0
SCR000681,FAM00207,1,0,281.0,5,1,0,1.0,1,1.0,0.23,43,0
SCR000682,FAM00229,0,0,,2,0,0,,1,4.0,0.405,78,0
SCR000683,FAM00578,1,0,289.0,4,1,0,0.0,1,1.0,0.162,45,0
SCR000684,FAM00075,1,0,344.0,3,1,1,0.0,0,3.0,0.29,50,0
SCR000685,FAM00435,4,1,194.0,3,0,0,0.0,0,1.0,0.339,41,1
SCR000686,FAM00103,0,0,,1,0,1,0.0,0,,0.458,53,0
SCR000687,FAM00422,0,0,,1,0,1,1.0,0,1.0,0.293,63,0
SCR000688,FAM00306,0,0,,1,0,0,,0,4.0,0.18,37,0
SCR000689,FAM00098,0,0,,3,0,0,1.0,0,7.0,0.311,73,0
SCR000690,FAM00335,1,0,127.0,2,0,0,1.0,1,2.0,0.388,50,0
SCR000691,FAM00435,0,0,,3,0,1,0.0,0,4.0,0.459,77,0
SCR000692,FAM00447,2,0,325.0,2,0,0,0.0,0,3.0,0.162,37,0
SCR000693,FAM00308,0,0,,3,1,1,0.0,0,7.0,0.393,57,0
SCR000694,FAM00249,1,0,179.0,1,1,0,,0,4.0,0.304,45,0
SCR000695,FAM00166,3,0,80.0,1,0,0,1.0,0,1.0,0.202,39,1
SCR000696,FAM00481,0,1,,2,0,1,,1,3.0,0.363,44,0
SCR000697,FAM00335,1,0,31.0,2,0,0,1.0,0,2.0,0.373,33,0
SCR000698,FAM00542,0,0,,2,0,0,0.0,0,1.0,0.298,55,0
SCR000699,FAM00106,0,0,,3,0,0,1.0,0,1.0,0.155,44,0
SCR000700,FAM00563,0,0,,1,0,0,1.0,0,6.0,0.35,65,0
SCR000701,FAM00081,0,0,,2,0,0,1.0,1,6.0,0.317,61,0
SCR000702,FAM00133,0,0,,3,0,0,0.0,0,4.0,0.326,72,0
SCR000703,FAM00138,0,0,,1,0,0,1.0,1,9.0,0.341,67,0
SCR000704,FAM00184,0,1,,4,1,1,0.0,0,4.0,0.223,33,0
SCR000705,FAM00401,0,0,,5,1,1,1.0,0,1.0,0.064,70,0
SCR000706,FAM00330,0,0,,1,1,0,0.0,0,,0.258,38,0
SCR000707,FAM00508,2,1,180.0,1,0,1,0.0,0,1.0,0.314,64,1
SCR000708,FAM00069,0,0,,2,0,0,0.0,1,1.0,0.444,57,0
SCR000709,FAM00546,0,0,,3,1,0,0.0,0,1.0,0.394,66,0
SCR000710,FAM00053,1,1,221.0,2,0,0,0.0,1,2.0,0.338,76,0
SCR000711,FAM00450,0,0,,2,1,1,1.0,0,4.0,0.33,38,1
SCR000712,FAM00205,1,0,28.0,3,0,1,0.0,0,4.0,0.292,31,0
SCR000713,FAM00126,2,0,361.0,1,1,0,0.0,0,2.0,0.286,32,0
SCR000714,FAM00043,0,0,,3,1,0,0.0,0,6.0,0.309,73,0
SCR000715,FAM00111,1,0,164.0,3,0,0,0.0,0,2.0,0.274,77,0
SCR000716,FAM00183,0,1,,2,1,0,0.0,0,5.0,0.308,34,0
SCR000717,FAM00095,1,0,175.0,4,1,0,0.0,0,2.0,0.213,39,0
SCR000718,FAM00374,0,0,,3,1,0,,0,1.0,0.371,57,0
SCR000719,FAM00520,0,1,,1,0,1,0.0,0,5.0,0.174,44,0
SCR000720,FAM00360,1,0,245.0,2,0,0,0.0,0,1.0,0.403,43,0
SCR000721,FAM00281,1,0,122.0,2,1,1,0.0,0,2.0,0.321,75,0
SCR000722,FAM00195,3,0,185.0,1,0,0,0.0,0,1.0,0.068,52,0
SCR000723,FAM00195,1,0,32.0,5,0,0,1.0,0,3.0,0.516,42,1
SCR000724,FAM00093,0,0,,1,1,1,0.0,0,11.0,0.415,45,0
SCR000725,FAM00061,0,0,,3,0,1,,0,1.0,0.303,59,1
SCR000726,FAM00634,1,1,310.0,2,1,0,0.0,0,5.0,0.262,69,1
SCR000727,FAM00051,0,1,,1,1,0,0.0,0,,0.311,37,1
SCR000728,FAM00403,0,1,,4,0,1,0.0,0,1.0,0.489,46,0
SCR000729,FAM00005,0,1,,4,1,0,0.0,0,1.0,0.432,59,0
SCR000730,FAM00466,2,0,56.0,2,0,0,0.0,0,3.0,0.353,46,0
SCR000731,FAM00604,2,0,279.0,1,0,0,0.0,0,1.0,0.337,64,1
SCR000732,FAM00534,1,1,273.0,1,1,1,0.0,0,2.0,0.122,30,1
SCR000733,FAM00405,0,0,,2,0,1,0.0,0,1.0,0.237,78,0
SCR000734,FAM00513,2,1,158.0,1,1,1,1.0,0,1.0,0.41,53,1
SCR000735,FAM00645,0,0,,2,0,0,0.0,0,3.0,0.208,77,0
SCR000736,FAM00233,0,0,,5,0,0,0.0,0,1.0,0.362,78,0
SCR000737,FAM00524,1,0,78.0,2,0,0,,0,1.0,0.325,54,0
SCR000738,FAM00346,0,1,,4,0,1,1.0,0,1.0,0.361,31,1
SCR000739,FAM00046,0,0,,3,1,0,0.0,0,2.0,0.48,54,1
SCR000740,FAM00546,0,0,,2,0,0,1.0,0,3.0,0.257,43,0
SCR000741,FAM00078,0,0,,4,0,0,,0,1.0,0.05,68,0
SCR000742,FAM00073,0,0,,2,0,0,0.0,0,1.0,0.379,62,0
SCR000743,FAM00249,0,0,,4,0,1,0.0,0,2.0,0.448,46,0
SCR000744,FAM00047,0,0,,1,0,0,0.0,0,1.0,0.212,60,0
SCR000745,FAM00121,0,0,,1,1,1,0.0,0,5.0,0.385,39,0
SCR000746,FAM00214,0,0,,4,1,0,0.0,0,4.0,0.399,35,0
SCR000747,FAM00239,1,0,168.0,2,0,1,,0,2.0,0.318,68,0
SCR000748,FAM00056,0,0,,4,0,1,,1,1.0,0.361,54,0
SCR000749,FAM00350,0,0,,4,0,0,0.0,0,3.0,0.377,67,0
SCR000750,FAM00107,1,0,186.0,1,0,1,0.0,0,4.0,0.453,66,0
SCR000751,FAM00048,0,1,,2,1,0,0.0,1,2.0,0.444,59,1
SCR000752,FAM00573,1,0,227.0,2,1,1,0.0,0,4.0,0.171,63,0
SCR000753,FAM00337,0,0,,2,0,1,,0,3.0,0.29,47,0
SCR000754,FAM00026,0,0,,3,1,1,0.0,0,2.0,0.417,53,0
SCR000755,FAM00257,1,0,354.0,1,0,0,0.0,0,,0.375,78,0
SCR000756,FAM00008,0,0,,2,0,0,1.0,1,3.0,0.333,56,0
SCR000757,FAM00625,0,0,,3,0,0,0.0,0,1.0,0.262,56,0
SCR000758,FAM00253,0,0,,1,1,0,1.0,0,4.0,0.348,68,0
SCR000759,FAM00303,0,0,,3,0,1,0.0,0,4.0,0.147,50,0
SCR000760,FAM00639,0,0,,2,0,1,0.0,1,4.0,0.204,48,1
SCR000761,FAM00056,0,0,,4,0,1,0.0,0,2.0,0.445,68,0
SCR000762,FAM00526,0,0,,2,1,0,,0,1.0,0.199,52,0
SCR000763,FAM00474,1,0,359.0,1,0,1,0.0,0,1.0,0.134,68,0
SCR000764,FAM00028,1,0,128.0,2,0,1,1.0,0,3.0,0.337,77,0
SCR000765,FAM00078,0,1,,1,1,1,1.0,0,5.0,0.204,73,0
SCR000766,FAM00216,1,0,151.0,5,1,0,0.0,0,3.0,0.411,76,1
SCR000767,FAM00386,0,0,,1,1,0,1.0,0,1.0,0.231,44,0
SCR000768,FAM00365,1,0,218.0,3,0,0,0.0,0,6.0,0.298,72,0
SCR000769,FAM00526,0,1,,2,0,0,0.0,0,10.0,0.382,31,1
SCR000770,FAM00312,0,0,,2,0,0,0.0,0,2.0,0.305,64,0
SCR000771,FAM00007,0,0,,1,1,1,1.0,0,2.0,0.332,49,0
SCR000772,FAM00003,0,0,,2,0,0,,0,4.0,0.15,57,0
SCR000773,FAM00623,3,1,240.0,2,0,0,0.0,0,3.0,0.444,44,0
SCR000774,FAM00363,1,1,45.0,1,0,0,1.0,0,7.0,0.148,45,0
SCR000775,FAM00508,2,1,78.0,4,0,1,,0,1.0,0.454,62,1
SCR000776,FAM00274,0,0,,2,1,1,0.0,0,2.0,0.341,76,0
SCR000777,FAM00506,0,0,,2,0,1,0.0,0,3.0,0.375,41,1
SCR000778,FAM00015,0,0,,2,0,0,0.0,1,5.0,0.219,68,0
SCR000779,FAM00192,0,0,,1,0,0,0.0,0,5.0,0.187,68,0
SCR000780,FAM00631,0,1,,4,0,1,1.0,0,8.0,0.303,72,1
SCR000781,FAM00485,1,0,269.0,2,0,0,0.0,0,,0.239,49,0
SCR000782,FAM00028,0,0,,1,0,0,0.0,0,,0.305,58,0
SCR000783,FAM00039,2,0,312.0,2,1,0,0.0,0,2.0,0.26,72,0
SCR000784,FAM00273,0,0,,2,1,0,0.0,0,2.0,0.286,78,0
SCR000785,FAM00231,0,0,,2,0,0,0.0,0,,0.262,32,0
SCR000786,FAM00086,0,1,,3,0,0,1.0,1,4.0,0.382,77,0
SCR000787,FAM00474,0,0,,1,1,0,0.0,0,9.0,0.276,34,0
SCR000788,FAM00126,0,0,,1,1,0,0.0,0,1.0,0.335,31,0
SCR000789,FAM00537,0,0,,3,1,0,,1,1.0,0.491,52,0
SCR000790,FAM00145,0,0,,1,0,0,0.0,1,4.0,0.373,55,0
SCR000791,FAM00525,0,0,,4,1,0,1.0,0,2.0,0.241,55,0
SCR000792,FAM00212,1,0,94.0,1,1,0,1.0,0,7.0,0.254,36,0
SCR000793,FAM00025,0,0,,3,1,0,0.0,0,1.0,0.301,39,1
SCR000794,FAM00580,0,0,,2,1,0,,0,1.0,0.335,34,0
SCR000795,FAM00394,0,0,,2,1,0,0.0,0,2.0,0.26,76,0
SCR000796,FAM00067,2,0,340.0,1,0,0,1.0,0,1.0,0.272,41,0
SCR000797,FAM00233,0,1,,1,1,0,0.0,0,1.0,0.166,61,0
SCR000798,FAM00109,0,1,,1,0,1,,0,1.0,0.467,71,0
SCR000799,FAM00146,0,1,,1,1,0,,0,1.0,0.189,60,0
SCR000800,FAM00111,0,0,,2,0,0,0.0,0,1.0,0.113,51,0
SCR000801,FAM00228,0,1,,2,0,0,,0,7.0,0.444,46,0
SCR000802,FAM00111,0,1,,2,0,1,1.0,0,1.0,0.349,49,1
SCR000803,FAM00470,0,1,,3,0,0,0.0,0,2.0,0.407,49,0
SCR000804,FAM00034,1,0,211.0,3,1,0,1.0,0,5.0,0.183,72,0
SCR000805,FAM00623,1,0,338.0,2,1,0,,0,3.0,0.414,37,0
SCR000806,FAM00369,0,1,,2,0,1,0.0,0,2.0,0.353,76,0
SCR000807,FAM00595,1,0,330.0,2,0,1,1.0,0,3.0,0.288,63,0
SCR000808,FAM00554,0,0,,2,0,0,0.0,0,4.0,0.145,78,0
SCR000809,FAM00425,1,1,280.0,3,0,0,1.0,0,5.0,0.134,52,0
SCR000810,FAM00613,1,0,28.0,1,0,0,,0,3.0,0.238,67,0
SCR000811,FAM00518,1,0,117.0,1,0,1,1.0,0,5.0,0.477,57,1
SCR000812,FAM00282,0,0,,3,1,0,,0,2.0,0.263,42,0
SCR000813,FAM00320,0,1,,1,0,0,,0,1.0,0.242,58,1
SCR000814,FAM00443,0,0,,4,0,1,1.0,0,5.0,0.209,37,0
SCR000815,FAM00315,0,0,,4,1,1,0.0,0,2.0,0.262,40,0
SCR000816,FAM00377,0,0,,1,0,1,1.0,0,5.0,0.307,76,0
SCR000817,FAM00289,0,1,,1,1,1,1.0,0,1.0,0.344,74,1
SCR000818,FAM00437,1,0,15.0,2,0,1,1.0,0,2.0,0.27,47,0
SCR000819,FAM00277,0,1,,2,1,0,1.0,0,6.0,0.181,79,1
SCR000820,FAM00582,2,1,105.0,1,0,1,0.0,0,1.0,0.365,54,0
SCR000821,FAM00503,0,0,,3,0,1,,0,6.0,0.352,78,0
SCR000822,FAM00624,0,0,,2,1,0,0.0,1,7.0,0.33,51,0
SCR000823,FAM00516,0,0,,2,0,0,0.0,1,,0.332,74,0
SCR000824,FAM00350,0,0,,1,0,1,,0,2.0,0.449,64,1
SCR000825,FAM00446,0,0,,3,0,0,0.0,0,,0.237,58,0
SCR000826,FAM00350,0,1,,1,1,1,0.0,0,5.0,0.382,50,1
SCR000827,FAM00607,2,1,287.0,3,0,0,0.0,1,3.0,0.2,36,1
SCR000828,FAM00137,0,0,,2,1,0,0.0,0,2.0,0.301,41,1
SCR000829,FAM00243,0,0,,2,0,0,1.0,0,9.0,0.382,65,0
SCR000830,FAM00543,3,0,340.0,4,0,0,0.0,0,3.0,0.279,53,0
SCR000831,FAM00040,0,0,,4,0,0,0.0,0,8.0,0.424,61,1
SCR000832,FAM00229,0,0,,2,0,0,1.0,0,,0.267,56,0
SCR000833,FAM00548,0,1,,1,0,0,0.0,0,1.0,0.203,61,0
SCR000834,FAM00223,0,1,,3,0,0,1.0,0,2.0,0.355,61,1
SCR000835,FAM00006,0,0,,2,1,0,0.0,0,1.0,0.2,61,0
SCR000836,FAM00322,2,1,175.0,1,0,0,0.0,1,,0.296,55,0
SCR000837,FAM00468,1,0,47.0,4,1,1,0.0,0,1.0,0.295,40,1
SCR000838,FAM00075,3,0,256.0,1,0,0,1.0,1,8.0,0.419,75,1
SCR000839,FAM00004,0,0,,1,0,0,0.0,0,1.0,0.479,47,0
SCR000840,FAM00646,0,0,,1,0,0,1.0,0,2.0,0.29,68,0
SCR000841,FAM00118,1,1,121.0,2,1,0,0.0,0,,0.147,34,1
SCR000842,FAM00606,2,0,350.0,3,1,0,0.0,0,2.0,0.399,45,1
SCR000843,FAM00504,0,0,,2,1,0,0.0,0,1.0,0.068,40,0
SCR000844,FAM00574,0,0,,2,1,1,0.0,0,1.0,0.42,64,0
SCR000845,FAM00441,0,0,,2,1,1,0.0,0,3.0,0.251,77,0
SCR000846,FAM00194,0,0,,3,0,1,1.0,1,1.0,0.321,40,0
SCR000847,FAM00392,1,0,14.0,1,0,0,0.0,0,1.0,0.333,71,0
SCR000848,FAM00026,2,0,306.0,4,1,0,0.0,0,4.0,0.26,52,0
SCR000849,FAM00435,0,0,,1,0,0,,0,1.0,0.401,63,0
SCR000850,FAM00173,0,0,,5,0,1,1.0,0,2.0,0.179,77,0
SCR000851,FAM00300,0,0,,1,0,1,1.0,0,1.0,0.309,46,0
SCR000852,FAM00645,0,0,,3,0,0,1.0,0,,0.267,39,0
SCR000853,FAM00326,1,0,183.0,1,0,0,1.0,0,,0.368,47,1
SCR000854,FAM00410,1,1,352.0,1,0,0,1.0,0,1.0,0.378,73,0
SCR000855,FAM00118,2,0,36.0,4,0,1,1.0,0,5.0,0.251,37,0
SCR000856,FAM00225,1,0,37.0,4,0,1,1.0,0,5.0,0.424,55,1
SCR000857,FAM00532,1,0,14.0,2,1,0,,1,1.0,0.149,32,1
SCR000858,FAM00113,0,0,,3,0,1,,1,10.0,0.341,53,1
SCR000859,FAM00140,0,0,,2,1,0,0.0,0,1.0,0.311,32,0
SCR000860,FAM00559,0,0,,4,0,1,,0,1.0,0.43,67,0
SCR000861,FAM00001,3,0,329.0,2,0,1,0.0,0,1.0,0.298,31,0
SCR000862,FAM00090,0,0,,2,0,1,0.0,0,2.0,0.316,64,0
SCR000863,FAM00320,0,0,,2,0,0,1.0,1,2.0,0.415,46,0
SCR000864,FAM00550,0,0,,2,0,0,0.0,0,1.0,0.342,38,0
SCR000865,FAM00139,0,0,,4,0,0,1.0,0,4.0,0.415,65,0
SCR000866,FAM00511,0,0,,1,1,0,1.0,0,3.0,0.456,51,0
SCR000867,FAM00259,3,0,48.0,1,1,1,1.0,0,1.0,0.302,60,1
SCR000868,FAM00010,0,0,,2,0,0,1.0,0,3.0,0.436,63,0
SCR000869,FAM00261,1,0,75.0,3,1,0,1.0,0,6.0,0.086,53,0
SCR000870,FAM00650,2,0,22.0,1,0,1,0.0,0,1.0,0.483,38,1
SCR000871,FAM00172,0,0,,2,1,0,0.0,1,1.0,0.211,75,0
SCR000872,FAM00013,0,0,,4,0,0,,0,2.0,0.306,72,0
SCR000873,FAM00168,0,1,,1,0,0,1.0,0,,0.197,31,0
SCR000874,FAM00642,2,0,287.0,3,0,0,1.0,0,2.0,0.242,50,0
SCR000875,FAM00596,1,0,120.0,3,1,0,,0,1.0,0.4,63,0
SCR000876,FAM00321,0,0,,2,0,1,0.0,0,3.0,0.246,56,0
SCR000877,FAM00319,0,0,,4,0,0,0.0,0,3.0,0.202,66,0
SCR000878,FAM00613,0,0,,3,0,1,0.0,0,2.0,0.467,36,0
SCR000879,FAM00329,2,0,245.0,2,0,0,0.0,0,1.0,0.32,51,0
SCR000880,FAM00550,2,0,21.0,2,0,0,0.0,0,2.0,0.208,33,0
SCR000881,FAM00419,2,0,110.0,3,1,0,0.0,0,1.0,0.091,43,0
SCR000882,FAM00606,0,0,,2,0,0,1.0,0,2.0,0.329,63,0
SCR000883,FAM00095,2,0,136.0,4,0,0,0.0,1,6.0,0.162,52,0
SCR000884,FAM00581,0,0,,2,1,0,,0,2.0,0.397,73,0
SCR000885,FAM00318,0,0,,1,1,0,1.0,0,1.0,0.504,71,1
SCR000886,FAM00236,1,0,328.0,1,1,0,,0,,0.293,54,0
SCR000887,FAM00334,0,0,,1,1,0,,0,4.0,0.305,30,0
SCR000888,FAM00376,2,0,251.0,1,1,0,0.0,0,4.0,0.381,77,0
SCR000889,FAM00459,0,0,,4,0,1,0.0,0,2.0,0.132,44,0
SCR000890,FAM00137,0,1,,3,0,1,0.0,1,1.0,0.278,61,0
SCR000891,FAM00588,0,0,,3,0,0,,1,2.0,0.267,43,0
SCR000892,FAM00547,0,0,,2,0,0,0.0,0,2.0,0.46,70,0
SCR000893,FAM00513,0,1,,3,1,1,0.0,0,18.0,0.5,50,1
SCR000894,FAM00296,1,0,320.0,2,0,0,0.0,0,,0.089,76,0
SCR000895,FAM00320,0,0,,4,0,1,1.0,0,3.0,0.169,36,0
SCR000896,FAM00572,1,1,109.0,2,1,0,,0,2.0,0.225,65,1
SCR000897,FAM00349,0,0,,4,0,1,1.0,0,1.0,0.302,50,0
SCR000898,FAM00229,1,0,282.0,3,1,0,,0,4.0,0.222,79,0
SCR000899,FAM00270,0,0,,1,0,1,0.0,0,2.0,0.409,69,0
SCR000900,FAM00291,1,0,83.0,2,0,0,1.0,0,11.0,0.164,41,1
SCR000901,FAM00165,0,0,,2,1,0,,0,2.0,0.291,44,1
SCR000902,FAM00005,1,0,69.0,1,1,0,0.0,0,,0.361,44,1
SCR000903,FAM00379,0,1,,2,0,0,,0,3.0,0.421,46,0
SCR000904,FAM00078,0,1,,2,0,1,0.0,0,1.0,0.365,63,1
SCR000905,FAM00410,1,1,286.0,1,1,0,1.0,0,1.0,0.339,73,1
SCR000906,FAM00574,0,1,,4,0,1,1.0,0,1.0,0.456,64,1
SCR000907,FAM00132,2,1,8.0,2,1,0,,0,3.0,0.448,68,1
SCR000908,FAM00601,0,0,,4,0,1,,0,2.0,0.279,67,1
SCR000909,FAM00042,0,0,,3,0,0,0.0,0,1.0,0.425,43,0
SCR000910,FAM00089,0,0,,2,1,1,1.0,0,2.0,0.337,34,0
SCR000911,FAM00402,0,1,,2,1,1,1.0,0,2.0,0.364,59,1
SCR000912,FAM00296,2,0,321.0,3,1,0,1.0,0,6.0,0.203,33,0
SCR000913,FAM00295,0,0,,5,1,1,0.0,1,2.0,0.252,44,0
SCR000914,FAM00616,0,0,,1,1,1,1.0,0,3.0,0.274,68,0
SCR000915,FAM00526,0,0,,4,0,0,,1,1.0,0.43,64,0
SCR000916,FAM00637,0,0,,4,1,0,0.0,1,3.0,0.252,74,0
SCR000917,FAM00422,1,0,328.0,3,0,0,1.0,0,3.0,0.283,39,0
SCR000918,FAM00023,0,0,,4,0,1,0.0,0,5.0,0.334,31,0
SCR000919,FAM00575,3,0,187.0,2,0,0,1.0,0,,0.318,73,1
SCR000920,FAM00143,0,0,,5,0,0,,0,2.0,0.307,53,0
SCR000921,FAM00145,0,0,,3,1,0,1.0,0,3.0,0.333,57,0
SCR000922,FAM00225,0,0,,1,0,0,,1,1.0,0.125,51,0
SCR000923,FAM00503,0,0,,4,0,1,,0,2.0,0.467,73,1
SCR000924,FAM00616,0,0,,2,0,1,0.0,0,6.0,0.246,61,0
SCR000925,FAM00104,2,1,4.0,2,1,0,0.0,0,2.0,0.302,60,0
SCR000926,FAM00039,0,0,,2,0,0,0.0,1,9.0,0.349,48,0
SCR000927,FAM00198,0,0,,1,0,1,0.0,0,1.0,0.405,50,0
SCR000928,FAM00646,0,0,,2,1,0,0.0,0,3.0,0.296,32,1
SCR000929,FAM00579,0,0,,3,1,0,0.0,0,2.0,0.299,35,1
SCR000930,FAM00391,0,1,,1,0,0,0.0,0,2.0,0.25,61,0
SCR000931,FAM00179,0,0,,1,0,0,0.0,0,8.0,0.24,31,0
SCR000932,FAM00554,0,0,,1,0,0,1.0,1,1.0,0.158,53,0
SCR000933,FAM00448,0,0,,2,0,1,1.0,0,5.0,0.308,74,0
SCR000934,FAM00500,0,1,,3,1,0,0.0,1,3.0,0.252,56,0
SCR000935,FAM00015,0,0,,3,0,1,0.0,0,1.0,0.324,38,0
SCR000936,FAM00623,0,0,,4,0,0,1.0,0,5.0,0.301,42,0
SCR000937,FAM00289,0,0,,2,1,0,0.0,0,2.0,0.488,43,0
SCR000938,FAM00478,0,1,,1,1,1,0.0,0,,0.422,40,1
SCR000939,FAM00231,1,0,240.0,4,0,0,0.0,1,1.0,0.511,43,0
SCR000940,FAM00420,1,0,310.0,3,1,0,0.0,0,,0.161,45,0
SCR000941,FAM00157,0,0,,2,0,0,0.0,0,3.0,0.141,39,0
SCR000942,FAM00550,1,0,146.0,3,1,0,0.0,0,1.0,0.164,49,1
SCR000943,FAM00441,0,0,,4,1,1,,0,3.0,0.479,45,1
SCR000944,FAM00097,0,0,,3,1,0,0.0,0,1.0,0.438,63,0
SCR000945,FAM00411,4,0,309.0,2,0,1,0.0,0,2.0,0.271,45,0
SCR000946,FAM00289,0,1,,3,0,0,0.0,0,1.0,0.287,43,1
SCR000947,FAM00254,0,0,,1,0,0,0.0,0,1.0,0.252,57,0
SCR000948,FAM00196,2,0,219.0,2,0,1,0.0,0,1.0,0.329,47,1
SCR000949,FAM00598,0,0,,2,1,1,,0,2.0,0.456,55,0
SCR000950,FAM00522,0,0,,1,0,0,0.0,0,2.0,0.151,67,0
SCR000951,FAM00517,0,1,,1,0,0,,1,2.0,0.311,36,1
SCR000952,FAM00635,0,0,,1,0,0,0.0,0,1.0,0.28,74,0
SCR000953,FAM00118,0,0,,3,1,0,,0,3.0,0.362,63,0
SCR000954,FAM00159,0,1,,3,0,1,0.0,1,3.0,0.395,76,0
SCR000955,FAM00228,0,0,,5,1,1,0.0,0,1.0,0.307,78,0
SCR000956,FAM00216,1,1,66.0,2,1,0,1.0,0,5.0,0.347,74,0
SCR000957,FAM00015,0,0,,2,0,1,0.0,0,3.0,0.37,36,1
SCR000958,FAM00157,2,1,147.0,4,0,0,1.0,0,3.0,0.435,62,1
SCR000959,FAM00648,1,0,165.0,1,0,0,0.0,0,1.0,0.326,64,0
SCR000960,FAM00261,0,0,,3,0,0,1.0,0,1.0,0.318,79,0
SCR000961,FAM00157,2,1,6.0,3,0,1,1.0,0,5.0,0.305,68,0
SCR000962,FAM00047,0,0,,1,0,1,1.0,0,4.0,0.163,50,0
SCR000963,FAM00324,2,0,132.0,4,0,0,0.0,0,1.0,0.43,78,0
SCR000964,FAM00130,1,1,342.0,3,0,0,,0,1.0,0.356,57,0
SCR000965,FAM00411,0,1,,1,0,1,1.0,0,3.0,0.392,61,0
SCR000966,FAM00095,0,0,,1,1,0,1.0,0,3.0,0.184,73,0
SCR000967,FAM00627,0,1,,1,0,0,1.0,0,4.0,0.076,45,0
SCR000968,FAM00292,0,0,,2,0,1,0.0,0,1.0,0.214,39,0
SCR000969,FAM00283,0,0,,2,1,1,,0,2.0,0.269,52,0
SCR000970,FAM00069,0,1,,2,0,0,0.0,1,1.0,0.261,77,0
SCR000971,FAM00011,0,0,,1,1,0,0.0,1,1.0,0.461,79,0
SCR000972,FAM00254,3,0,225.0,4,0,0,,0,1.0,0.462,44,0
SCR000973,FAM00550,0,0,,2,0,0,0.0,0,5.0,0.325,72,0
SCR000974,FAM00134,0,0,,1,0,1,1.0,0,2.0,0.033,79,0
SCR000975,FAM00023,0,0,,2,0,0,,1,4.0,0.089,35,0
SCR000976,FAM00346,3,1,316.0,2,0,1,0.0,0,1.0,0.319,62,1
SCR000977,FAM00302,2,1,24.0,2,0,0,0.0,0,1.0,0.287,68,0
SCR000978,FAM00363,3,0,271.0,1,0,0,0.0,0,1.0,0.269,41,0
SCR000979,FAM00396,0,1,,1,1,0,0.0,0,1.0,0.328,65,0
SCR000980,FAM00218,2,0,142.0,3,0,1,,0,4.0,0.331,60,0
SCR000981,FAM00141,0,0,,5,1,0,0.0,0,1.0,0.316,39,0
SCR000982,FAM00616,1,1,206.0,2,0,0,1.0,0,1.0,0.278,63,0
SCR000983,FAM00210,1,0,81.0,2,0,0,1.0,0,1.0,0.429,70,0
SCR000984,FAM00623,0,0,,2,0,0,0.0,0,1.0,0.328,39,0
SCR000985,FAM00616,0,0,,3,1,0,0.0,0,3.0,0.243,40,0
SCR000986,FAM00460,0,0,,2,1,0,0.0,0,2.0,0.341,43,1
SCR000987,FAM00356,0,1,,4,0,0,1.0,0,3.0,0.263,32,0
SCR000988,FAM00324,0,0,,2,1,0,,0,,0.36,62,0
SCR000989,FAM00133,1,0,288.0,2,1,0,0.0,0,1.0,0.308,36,0
SCR000990,FAM00127,0,0,,2,1,0,0.0,0,1.0,0.271,33,0
SCR000991,FAM00106,0,0,,5,0,0,1.0,0,3.0,0.358,68,1
SCR000992,FAM00604,1,0,283.0,3,0,0,0.0,0,,0.219,77,0
SCR000993,FAM00378,0,0,,1,1,0,0.0,0,1.0,0.107,39,0
SCR000994,FAM00051,0,1,,2,1,1,1.0,0,1.0,0.325,44,0
SCR000995,FAM00029,0,1,,2,1,0,,0,1.0,0.384,45,1
SCR000996,FAM00462,0,0,,2,0,0,,0,1.0,0.205,67,0
SCR000997,FAM00296,0,0,,3,0,0,0.0,0,1.0,0.339,33,0
SCR000998,FAM00297,1,0,49.0,3,1,1,1.0,0,1.0,0.332,33,0
SCR000999,FAM00407,0,1,,3,1,1,0.0,0,2.0,0.307,65,0
SCR001000,FAM00613,0,1,,5,1,0,1.0,0,1.0,0.249,56,1
